,product_name,product_url,product_price,product_rating,product_review_count,asin,manufacturer,description,product_descritpion
108,F Gear Luxur Brown 25 liter Laptop Backpack (2404),https://www.amazon.in/F-Gear-Luxur-Brown-Backpack/dp/B01F7AX9ZA,"1,032",4.4,"16,468",B01F7AX9ZA,Mi,"  Capacity: 25 liters, Weight: 800 grams, Dimensions: 31 x 18 x 44 cm (L x W x H)   "," 
 A fashionable laptop backpack. This full-featured pack makes space for everything essential with multiple zip pockets on the exterior, plus a ready-to-go interior with padded laptop compartment and other storage solutions. Pattern: Solid. Laptop Size: 16  "
112,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Blue, L (QUILL19CBBLU)",https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B28TKLG,799,4.1,495,B09B28TKLG,Zipline,"  100% Polyester, High Quality, Durable and Water Resistant Fabric    2 compartment backpack with a padded sleeve for laptops, can hold upto 17 inch laptop/notebook    Front storage pocket keeps smaller items neatly organized and easy to access    Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects    Special Features: Lightweight; Closure Type: Zipper; Age Range Description: Adult   "," 
 Safari Quill is a 26 Litres, 2 compartment laptop backpack perfect for daily usage. It has a dedicated tech safe laptop sleeve that can hold upto 17 inch laptop or any smaller ones easily. The laptop sleeve is also fully padded from the bottom protecting your device from any shock or damage. This backpack is especially designed for todays fast paced world, where everything should be compact and lightweight. This backpack is perfect for everyday usage such as college, school, tuitions, or short holiday trips. The front pocket is designed to keep your essentials organized and side mesh pockets are perfect for storing your water bottle and umberella. Made of high grade water resistant polyester fabric, this backpack will last you several trips.  "
120,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ,790,4.1,"1,045",B098QFF5TJ,ADISA,"  Spacious : This Rucksack bag is lightweight and comes with Three main compartment having the capacity of approx 45 Ltr, big enough to carry laptop of all sizes, books, clothes, camping gear; 3 main compartments to store all your essentials, A back mesh pocket to carry extra documents and numerous small pocket to carry all your small accessories    CAPACITY & SIZE : 45 Litres; Weight: 0.9 kg ; Dimensions: 22.9cm x 36.8cm x 50.8cm ; Utility : Ideal for Travel, Hiking, Trekking & Camping, Day trip.; HIGH QUALITY : A major problem in many rucksack and travelling bags is that it get torn between your journeys or within a short period of time but this Rucksack which is made from high Quality materials, is stitched properly and has bartacks on pressure points is strong enough to hold all your items without any problem    FEATURES : Back Padding, Chest Strap, Earphone Cord Support, Unique Design, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Padded Shoulder Strap , Breathable Mesh etc.; Closure Type: Zipper; Age Range Description: Adult    COMFORTABLE TRAVEL : Backside Honeycomb padded structure which helps you travelling comfortably all day long, provides proper air circulation while in summer also to prevent you feel more relax. Chest Strap, Hip Belt, Straight Shaped Straps structure which fits on your shoulders very comfortably makes you lift heavy objects easily.    12 Months Limited Brand Warranty   "," 
 Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag  "
123,AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop,https://www.amazon.in/AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79,709,4.2,431,B09W4VMZ79,Safari,"  Gift your shoulders and back the comfort of the AmazonBasics - Casual Backpack/Office Bag    It has 2 large compartments and 2 side pockets    Well-padded interior that keeps your laptop safe    Enough space for your other daily essentials like chargers, wallet, power bank, etc.    Compact and sleek design    Well-cushioned shoulder straps    Dimensions: LxWXH: 47 X 33 X 15 cm    Weight: 0.460 grams   "," 
 Bid goodbye to the daily hassle of finding ways to carry your laptop and other accessories with the AmazonBasics - Casual Backpack/Office Bag. It is an instant relief provider as the compactly designed backpack offers you space and comfort simultaneously. The stylish backpack has 2 large compartments where you can stack up your chargers, power banks, lunch box, tablet, etc., alongside a 15.6-inch laptop. Well-padded and well-cushioned, the backpack has 2 side pockets where you can keep extra items when on the move. Durable and strong, the backpack is made from water-resistant polyester fabric.  "
124,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M,599,3.8,681,B09B26MB5M,DZert,  Lightweight yet durable backpack/daypack for school use or everyday outings    Front storage pocket keeps smaller items neatly organized and easy to access    Mesh pockets on both sides to accommodate your water bottle and umbrella    Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects    Lining Description: Polyester; Closure Type: Zipper; Age Range Description: Adult   ," 
 Safari Spartan is a 21 litres lightweight backpack that would be your perfect daily companion. It is perfect for carrying all your essentials when you are ready to go! Made of high grade water resistant polyester fabric, makes this backpack durable and a long lasting accessory. Safari Spartan also comes with a quick access front pocket and side mesh pockets to keep your essentials organized.  "
125,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),https://www.amazon.in/DZert-Fabric-Multicolour-Spiderman-Printed/dp/B07BNS3KNX,239,3.8,"1,400",B07QD1M3R9,Bennett,"  Non-toxic and soft fabric made from safe materials to be used by kids and Washable    Soft And Cuddly Filling & Embroidery work Soft Toy School Bag For Kids, Travelling Bag, Carry Bag, Picnic Bag, Teddy Bag    Very Attractive To Make You Have A Good Feeling All The Time, Gift this soft, smooth and cuddly teddy as a great gift to your loved one    color :- Red, Size :- 38 x 34 x 8 and Bag capacity is 10L   "," 
 DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.A small bag is ideal for small kids as they can be able to use this bag forSchool OutdoorsTravelling BagCarry BagPicnic BagChildren organize all your essentials for the trip or for any activity. Adjustable strap and enough space to carry things like,SnacksToysLunchboxFruitsSmall booksPencil boxStationery itemsAge Group Suitable for 2 to 5 Years KidsGift this soft, smooth bag/ backpack to your loved one..  "
131,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit,https://www.amazon.in/Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y,529,4.2,"3,764",B078PJPPNF,Hammonds,  Highly water-resistant finish to save inner items from water splashes    Separate shoe pocket ensures your sneakers separated from your day outfit    adjustable shoulder strap    Main compartment with double zip closure    Large pocket for laundry or shoes & internal slip pockets for organization   ," 
 It ensures an easy maintenance. This product helps you make a style statement.  "
136,Nivia 5177RD Polyester String Bag (Red),https://www.amazon.in/Nivia-5177RD-Polyester-String-Bag/dp/B07NNJKQQY,193,4.0,260,B07NNJKQQY,AWOKZA,"  String backpack have one main compartment is secured with drawstring closure. Efficient to hold your essentials    Highly water-resistant finish to save inner items from water splashes .    lightweight and easy to carry.Strong and durable ropes. multiple use trendy drawstring bag with excellent finish and durability    Designed for all types of occasions: Sports, daily use, cycling etc.    Comes in attractive color combination and premium quality of material   "," 
"
138,Tommy Hilfiger Orlean Plus Unisex Polyester Overnighter with 15 Inch Laptop Pocket Dark Black,https://www.amazon.in/Tommy-Hilfiger-Orlean-Polyester-Overnighter/dp/B0BDS1RVPP,"3,649",4.1,21,B0BDS1RVPP,Hammonds,  HIGH QUALITY FABRIC: Our lightweight yet durable overnighters are made of 100% polyester and water resistant fabric.    Modeled to grant maximal comfort and essential style makes Hilfiger spectacular    A knapsack with sufficient rooms to nourish all your essentials.    Breathable cushion zone allows you to carry the gear with maximal ease.    Wipe with dry cloth   ," 
 One of the leading lifestyle brands, TOMMY HILFIGER delivers superior styling, quality and value to consumers worldwide. The brand celebrates the essence of classic American cool and provides a refreshing twist to classic, American fashion. The brand is inspired by an iconic American style that is colorful while being classic yet modern.  "
139,Hammonds Flycatcher Genuine Leather Executive Formal Convertable Office Bag | Backpack | Shoulder Laptop Messenger Bag For Men | MacBook | NoteBook Upto 16 Inch | Handbags with Shoulder Straps | 2 Main Compartments |ZIpper Trolley Straps |Brown| LB126BN,https://www.amazon.in/Hammonds-Flycatcher-Messenger-Compartment-LB126BN/dp/B07PVQ9YXJ,"5,199",4.3,46,B083M24RFL,Wesley,"  GENUINE LEATHER: This Product is made of 100% Full Grain Genuine Leather. We will gladly reward 100 Times the value of the product upon certification from any accredited labs like ""SGS"" or ""CLRI"" if proven otherwise.    FEATURES: Fits up Upto 16 Inch Laptop | Convertible Backpack Cum Messenger Bag | Padded, Detachable & adjustable shoulder Straps | Hidden Shoulder Straps & Hand Handle| Padded Laptop Compartment | 2 Main Compartments | 1 Front Zipper & Magnetic Flap Pockets | 1 Back Zipper Pocket | Wrap Handle Grip | Brand's Brass Rivits | Heavy Duty Antirust Metal Fittings | Brand's Jacquard Fabrics | Brand's zippers & sliders | Dimension: L - 39 ; B -14 ; H - 29 cm.    DESIGN DECENCY: This Hammonds Flycatcher genuine leather office bag Is designed by our professional designers which set you apart and outstandingly positioned in the crowd, makes you stand out an organized person. These are not Vegan Leather which will contain shine on its surface. Start your journey now with this bag as a messenger bag, shoulder bag, briefcase or laptop bag. Suitable for your school, office, college, university, meeting, and business for everyday use.    MULTI-FUNCTIONAL COMPARTMENT: Roomy compartments provide separated space for your 16” Laptop/MacBook/notebook files, pens, wallet and all your items. Padded laptop compartment offers perfect protection for your laptop from accidental bumps and shocks.    PERFECT GIFT: This bag is a great gift idea for Father's Day, Birthdays, Valentine's Day, Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift . Makes a great gift for professionals, artists, students, and all sorts of officials.   "," 
 Colour – Black .Model No : LB126BL Hammonds Flycatcher  is Designed for the discerning and incorporates richness in design, material and metal.Using a specialized oil tanning method to create the unique look of the leather, this Genuine Leather bag is stylish, durable and built tough.We take extreme care in the grading and selection of the leather,this results in more uniformity and consistency in the look, feel and performance of the product. High quality Antique brass finished accessories further enhance the rugged styling and durable nature of this laptop bag.Product Detail :- Padded, removable adjustable nylon long shoulder strap Genuine Metal Hardware : durable enough for daily use Padded laptop compartment Trolley sleeve Expandable Base  Zip-top closure Pure Genuine Leather CFC two way zipper to ensure that as the most used component Heavy Duty Doghook, Iron Dee, Long Sling Long Sling: Can carry weight Up 60 Kgs Lining - Made in Surat, Gujrat Stitched By Imported machine Quality thread Used Padded Shoulder Pad with Brand Embossed Fits 15.6"" laptop Dimention(cm): L=39,B=15,H=29 Roomy and Multifunctional Structure: Inner Compartment 1 Zipper pocket 1 Laptop compartment 1 Cell phone pocket 1 Wallet pocket2 Pen PocketOutside compartment2 Main Compartment1 Zip pocket 1 Magnetic snap closure pocket 1 Back Zip PocketBackpack StrapsHammonds Flycatcher  Bags ships with an adjustable strap and you can wear it as a shoulder bag, cross body/ messenger bag or you could remove the strap altogether and use it as a Leather Briefcase with its leather top handle depending on your style!  "
140,Wesley Ignite Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18.5 inches) (Compatible with 39.62cm(15.6inch laptop),https://www.amazon.in/Wesley-Waterproof-Backpack-Business-Dimensions/dp/B0BMQ4D59H,610,4.3,18,B0BMQ4D59H,SKYBAGS,"  Capacity design: Can hold laptops of 15.6 inches and below. A main spacious packing room, and there are multiple pockets, pen pockets and compartments for small items at the front to keep your items organized and easier to find. An anti-theft pocket located inside the bag keeps your passport, wallet, phone and other valuable items safe and handy    Durable & comfortable: This classic college backpack is made of water-resistant, sturdy and tear-resistant oxford material, with double metal zippers. Comfortable airflow back design with thick but soft multi-panel ventilated padding gives you maximum back support. Lightweight structure and ergonomically shaped shoulder straps with two ""S"" adjustable breathable padding make carrying easy and comfortable    Function& Safe: External dimensions: A luggage strap allows backpack fit on luggage/suitcase, slide over the luggage upright handle tube for easier carrying. Internal shockproof belt for fastening your laptop and iPad, preventing them from sliding and bumping. With a hidden anti theft pocket inside the bag protect your valuable items from thieves. Well made for international airplane travel and day trip    Ideal Gift: This fashionable laptop backpack can be a great companion for travel, business, everyday use and outdoor activities. Also, a perfect college high school student backpack for boys, girls, teens. Practical gifts for teens, boys, girls, friends, mother, father, her or him.   "," 
 Laptop backpack  "
141,SKYBAGS Astro Airplane Theme Blue School Backpack 32L,https://www.amazon.in/SKYBAGS-Astro-Airplane-School-Backpack/dp/B084257XRD,"1,390",4.1,56,B084257XRD,COSMUS,  Combination of functional & safety features in stylish design. 3 Spacious Main Compartment 1 Front Slip in Pocket Printed ID Tag Inside. Slip in File Compartment in main Compartment 10 mm Padded Shoulder Strap Bottle Safety Lock   ," 
 This unisex backpack by Skybags is ergonomically designed for all ages, genders and purposes. Made of waterproof and dust-free polyester material, this bag is ideal for use as a school bag, college bag, casual backpack, laptop bag or a work bag.  "
